,,,,,,,,,,,,,,,"Do not use in model, ok to use to test",
WE06LES,2021-04-06,average,8.5,"70,200",3,none,Ford,Fiesta,,,White,,"£2,588",,"£1,981","£2,209"
VO64HPU,2021-04-06,excellent,6.6,"88,000",1,full,Volkswagen,Polo,,,White,,"£3,199",,"£3,570","£3,501"
MA64VDG,2021-04-06,poor,6.5,"44,307",2,partial,Ford,Fiesta,,,White,,"£3,869",,"£3,323","£3,031"
KS63EUR,2021-04-06,excellent,7.3,"62,000",4,full,Toyota,RAV4,,,Black,,"£8,388",,"£8,675","£7,802"
RK14ZPW,2021-04-06,good,7,"46,000",2,partial,Peugeot,208,,,Black,,"£2,786",,"£2,226","£2,867"
AJ06PSZ,2021-04-06,poor,14.8,"175,000",3,partial,Volkswagen,Polo,,,Green,,£150,,£174,£188
VK68UJN,2021-04-06,good,2.3,"80,000",1,partial,Vauxhall,Crossland X,,,Black,,"£5,756",,"£5,478","£5,452"
MF10GWJ,2021-04-06,good,11.1,"155,700",2,partial,Ford,Kuga,,,Grey,,"£1,746",,"£1,391","£1,668"
PK13FFH,2021-04-06,average,8,"100,600",2,full,Vauxhall,Corsa,,,Grey,,"£1,150",,£732,"£1,175"
LD08ZGF,2021-04-06,average,12.9,"59,000",2,partial,Volkswagen,Golf,,,Black,,"£2,330",,"£1,433","£1,809"
GF62GWC,2021-04-06,good,8.4,"10,600",3,partial,Nissan,Juke,,,White,,"£5,217",,"£4,314","£4,841"
CE63FZD,2021-04-06,average,7.5,"110,000",0,full,SKODA,Fabia,,,Blue,,"£1,240",,£760,"£1,245"
HW59KPZ,2021-04-06,excellent,11.3,"72,000",2,full,Volkswagen,Polo,,,Blue,,"£2,647",,"£3,000","£2,585"
FT63CYC,2021-04-06,average,7.3,"102,274",3,partial,Volkswagen,Golf,,,Grey,,"£3,781",,"£3,091","£3,501"
BK12HLD,2021-04-06,good,9,"64,000",2,none,Ford,Fiesta,,,Blue,,"£2,631",,"£2,195","£2,397"
CK59VYD,2021-04-06,poor,11.4,"65,000",1,none,Ford,Fiesta,,,Grey,,"£2,038",,"£1,294","£1,504"
YT13RYO,2021-04-06,average,8,"91,500",2,partial,Mercedes-Benz,C Class,,,Black,,"£4,561",,"£4,351","£4,230"
CF14DKV,2021-04-06,good,6.6,"78,000",1,full,Vauxhall,Corsa,,,Silver,,"£1,589",,"£1,248","£1,762"
OV57PCF,2021-04-06,average,13.4,"104,380",2,partial,Vauxhall,Zafira,,,Blue,,£304,,£229,£399
DV14ATN,2021-04-06,good,7,"68,400",2,partial,BMW,1 Series,,,White,,"£5,119",,"£4,314","£5,076"
WM64ARZ,2021-04-06,poor,6.3,"20,000",0,full,Fiat,Panda,,,Black,,"£2,906",,"£2,526","£2,303"
HN07EEY,2021-04-06,average,14,"94,000",1,full,Renault,Clio,,,Blue,,£355,,£229,£305
LS63WGF,2021-04-06,good,7.4,"62,414",2,partial,Volkswagen,Polo,,,White,,"£3,230",,"£2,864","£3,642"
FH13PUF,2021-04-06,good,7.7,"75,300",2,partial,Peugeot,208,,,Blue,,"£1,901",,"£1,645","£2,185"
FJ14WBT,2021-04-06,good,7.1,"53,366",1,full,Ford,Fiesta,,,Black,,"£3,465",,"£3,023","£3,454"
AV14CRK,2021-04-06,good,7,"21,054",1,full,Vauxhall,Meriva,,,Blue,,"£3,922",,"£3,557","£3,572"
KS65GYG,2021-04-06,excellent,5.2,"67,000",2,full,Mercedes-Benz,C Class,,,Black,,"£9,318",,"£10,000","£9,400"
HM09AJM,2021-04-06,good,12.1,"110,347",3,partial,Land Rover,Freelander 2,,,Black,,"£4,293",,"£4,063","£3,807"
DF08VXX,2021-04-06,good,12.9,"99,000",2,partial,Ford,Focus,,,Black,,£739,,£641,£940
BJ63WDP,2021-04-06,good,7.3,"74,000",2,full,Ford,C-Max,,,White,,"£2,940",,"£2,409","£2,867"
AJ12TWK,2021-04-06,average,8.8,"90,000",2,full,Volvo,S60,,,Blue,,"£2,984",,"£2,536","£2,491"
FE60ZLU,2021-04-06,good,10.6,"72,000",3,partial,Volkswagen,Polo,,,White,,"£2,543",,"£1,855","£2,444"
KP08ZSK,2021-04-06,good,13,"91,222",3,none,Peugeot,308,,,Silver,,£286,,£336,£470
M1GMG,2021-04-06,poor,8.5,"55,000",1,full,BMW,1 Series,,,Grey,,"£4,994",,"£4,349","£3,736"
PK13CKJ,2021-04-06,excellent,7.9,"37,000",1,full,Citroen,Grand C4 Picasso,,,Blue,,"£4,834",,"£4,270","£4,935"
MK57FZC,2021-04-06,average,13.6,"79,000",4,partial,Honda,Civic,,,Black,,"£1,735",,"£1,167","£1,645"
LX08YVP,2021-04-06,poor,13.1,"109,347",1,full,Nissan,Micra,,,Beige,,£185,,£251,£282
CK56CBO,2021-04-06,poor,14.5,"150,000",4,partial,Ford,Fiesta,,,Blue,,£150,,£50,£117
HG61FZB,2021-04-06,average,9.4,"50,000",1,full,Citroen,C4,,,Silver,,"£2,102",,"£2,500","£1,927"
C8VAM,2021-04-06,good,12.5,"64,086",2,none,Peugeot,207,,,Red,,"£1,342",,£909,"£1,245"
ES59DKS,2021-04-06,good,9.6,"102,000",3,partial,Ford,Mondeo,,,Silver,,"£2,698",,"£2,123","£1,903"
BK11OKW,2021-04-06,poor,10.1,"123,000",4,partial,Ford,Fiesta,,,Black,,"£1,000",,£641,£799
LT60OJH,2021-04-06,good,10.6,"180,000",1,partial,Peugeot,3008,,,White,,£429,,£768,£916
S77ATR,2021-04-06,good,8.6,"42,000",2,partial,Mercedes-Benz,E Class,,,Silver,,"£7,551",,"£7,553","£6,439"
MP55MAG,2021-04-06,good,8.8,"60,000",3,partial,Vauxhall,Antara,,,Black,,"£3,286",,"£2,879","£3,102"
HJ10URU,2021-04-06,poor,11.1,"111,000",1,partial,Hyundai,i20,,,Red,,£485,,£346,£470
NJ06VEK,2021-04-06,average,15,"58,272",4,none,Hyundai,Matrix,,,Blue,,£689,,£316,£446
GU63WCJ,2021-04-06,good,7.3,"88,567",4,partial,Ford,Galaxy,,,Silver,,"£5,377",,"£4,189","£4,159"
CV61VKK,2021-04-06,poor,9.5,"96,000",1,full,Nissan,Qashqai,,,Black,,"£2,905",,"£2,252","£2,209"
FE06GRX,2021-04-06,poor,15,"139,000",3,partial,Jeep,Grand Cherokee,,,Silver,,"£1,786",,£869,"£1,010"
SK12NNM,2021-04-06,good,9.1,"90,000",2,partial,Mercedes-Benz,B Class,,,Red,,"£3,280",,"£3,059","£3,102"
YA61DXK,2021-04-06,poor,9.1,"110,032",1,full,Volkswagen,Tiguan,,,Silver,,"£3,795",,"£2,936","£2,632"
WF07EUR,2021-04-06,average,14,"186,450",3,full,Volvo,V50,,,Blue,,£179,,£408,£493
BT62NCY,2021-04-06,average,8.2,"60,000",2,full,Nissan,Qashqai,,,Black,,"£4,819",,"£4,351","£4,018"
RO56DVJ,2021-04-06,average,14.5,"42,772",3,partial,Honda,Jazz,,,Silver,,"£2,251",,"£1,625","£1,927"
YP63UOD,2021-04-06,poor,7.2,"55,000",1,partial,Ford,Ka,,,Red,,"£2,401",,"£1,532","£1,692"
VK61VXV,2021-04-06,good,9.3,"115,000",3,full,Mercedes-Benz,C Class,,,Silver,,"£3,771",,"£3,101","£3,619"
SX62BCF,2021-04-06,good,8.1,"62,200",2,full,Audi,A1,,,White,,"£4,346",,"£4,139","£4,441"
SV08VBE,2021-04-06,good,13.1,"78,000",3,partial,Subaru,Justy,,,Black,,£150,,£217,£376
BE61ASH,2021-04-06,poor,9.2,"120,800",2,partial,Ford,Fiesta,,,Red,,"£1,057",,£509,£775
NL62TZC,2021-04-06,good,8.5,"46,000",2,full,Honda,CR-Z,,,Silver,,"£4,295",,"£4,020","£4,042"
WN10RHA,2021-04-06,excellent,11,"40,000",1,full,Jaguar,XF,,,Blue,,"£5,799",,"£6,000","£5,217"
KU08KHH,2021-04-06,average,13,"170,000",4,none,Toyota,Corolla Verso,,,Grey,,£343,,£313,£376
KS09TUW,2021-04-06,average,11.7,"84,000",1,partial,Mercedes-Benz,B Class,,,Silver,,"£1,825",,"£1,382","£1,645"
BK17VKL,2021-04-06,excellent,4,"60,582",1,full,Audi,A4,,,Black,,"£10,652",,"£10,555","£9,635"
DE60ENF,2021-04-06,good,10.4,"86,000",1,partial,Ford,Fiesta,,,Black,,"£1,539",,"£1,282","£1,574"
GY61LVZ,2021-04-06,poor,9.2,"120,000",2,full,Vauxhall,Insignia,,,Black,,"£1,287",,£601,£752
BV62ZRR,2021-04-06,good,8.6,"53,500",2,partial,Vauxhall,Astra GTC,,,Red,,"£3,243",,"£2,563","£2,773"
MJ14WEF,2021-04-06,good,7,"64,500",2,full,Ford,Fiesta,,,Blue,,"£3,768",,"£4,179","£3,713"
A1EKH,2021-04-06,poor,11.8,"99,600",2,partial,Chevrolet,Captiva,,,Black,,"£1,432",,£757,£775
YT67SFE,2021-04-06,good,3.4,"100,000",4,none,Audi,A3,,,Blue,,"£7,006",,"£6,081","£6,956"
CK15OVS,2021-04-06,good,5.9,"73,386",1,partial,Nissan,Juke,,,Black,,"£4,400",,"£4,074","£4,253"
YF61WBE,2021-04-06,good,9.3,"105,720",2,full,Mercedes-Benz,C Class,,,Black,,"£3,140",,"£3,113","£3,219"
BG57USO,2021-04-06,good,13.4,"110,000",3,partial,BMW,X3,,,Blue,,"£1,707",,"£1,141","£1,551"
BD58NGE,2021-04-06,average,12.3,"150,000",2,partial,Audi,A3,,,Black,,"£1,960",,"£1,515","£1,903"
EO12LJY,2021-04-07,average,9.1,"60,400",1,full,Ford,Fiesta,,,Silver,,"£2,398",,"£2,100","£2,044"
YF65YAW,2021-04-07,good,5.3,"50,000",0,partial,Citroen,C3,,,Blue,,"£3,430",,"£3,318","£3,290"
FV09XTC,2021-04-07,good,11.7,"140,000",3,partial,Mazda,Mazda3,,,Blue,,£722,,£515,£587
WX10RVE,2021-04-07,average,11,"116,687",2,partial,Volkswagen,Golf,,,Silver,,"£1,681",,"£1,119","£1,457"
G13RYB,2021-04-07,average,13.6,"88,000",4,partial,Saab,9-3,,,Silver,,"£2,761",,£873,"£1,245"
GL12UCH,2021-04-07,average,8.7,"101,000",3,full,Kia,Picanto,,,Black,,£831,,£517,£846
GF15KVK,2021-04-07,excellent,6,"29,000",1,partial,Citroen,C1,,,Black,,"£3,284",,"£3,705","£3,337"
LO12DDU,2021-04-07,excellent,8.8,"105,000",2,partial,Mercedes-Benz,C Class,,,Black,,"£2,756",,"£3,210","£2,843"
VX64TZW,2021-04-07,good,6.6,"66,000",1,full,Volkswagen,up!,,,Black,,"£3,129",,"£2,864","£2,961"
MW59OUE,2021-04-07,poor,11.2,"86,000",2,partial,Peugeot,207,,,Black,,£360,,£315,£423
OY13FTF,2021-04-07,poor,8.1,"176,000",1,full,Mercedes-Benz,C Class,,,Black,,"£2,083",,"£1,622","£1,715"
AWE50M,2021-04-07,good,6.2,"70,000",1,none,Volkswagen,Polo,,,Silver,,"£4,093",,"£3,582","£3,995"
BW64ERU,2021-04-07,poor,6.1,"52,400",2,full,Ford,Fiesta,,,Red,,"£3,076",,"£2,391","£2,350"
CK60VYA,2021-04-07,good,10.4,"43,500",3,full,SKODA,Yeti,,,Silver,,"£4,471",,"£3,318","£3,525"
LT14GYP,2021-04-07,average,7.1,"94,000",2,partial,Ford,Fiesta,,,White,,"£2,975",,"£2,147","£2,702"
NX13OYJ,2021-04-07,average,8.1,"99,000",1,partial,Peugeot,3008,,,Silver,,"£1,874",,"£1,639","£1,598"
YP62FFB,2021-04-07,good,8.4,"36,000",1,full,Peugeot,208,,,Pink,,"£3,433",,"£2,807","£3,125"
DC17FWX,2021-04-07,good,3.7,"23,000",1,full,Vauxhall,Viva,,,Blue,,"£3,617",,"£3,284","£3,713"
LG57HPV,2021-04-07,poor,13.6,"75,000",3,partial,Toyota,AYGO,,,Blue,,£726,,£394,£517
R22DJC,2021-04-07,good,9,"62,000",1,full,SEAT,Exeo,,,White,,"£3,780",,"£3,204","£3,595"
WF64FYL,2021-04-07,poor,6.5,"35,000",2,full,Peugeot,208,,,Black,,"£3,242",,"£2,837","£2,608"
SY08NYS,2021-04-07,poor,13.1,"59,000",3,partial,Nissan,Note,,,Beige,,"£1,738",,"£1,023","£1,198"
SK13ZGW,2021-04-07,average,8,"71,000",2,full,BMW,5 Series,,,Black,,"£9,344",,"£9,140","£7,708"
DK13KVP,2021-04-07,good,8,"51,000",1,full,Audi,A3,,,White,,"£5,274",,"£4,406","£5,264"
LM63YXO,2021-04-07,good,7.4,"74,548",1,full,Peugeot,2008,,,White,,"£3,409",,"£2,995","£3,501"
GV59WHL,2021-04-07,average,11.2,"63,804",2,none,Hyundai,i10,,,Silver,,£949,,£542,£916
KS07XHA,2021-04-07,poor,13.9,"94,235",2,partial,SEAT,Ibiza,,,Black,,£318,,£185,£258
SL12HZH,2021-04-07,good,9,"78,000",2,partial,MINI,Countryman,,,White,,"£4,070",,"£3,386","£3,619"
FE06GRX,2021-04-07,good,15,"140,000",4,partial,Jeep,Grand Cherokee,,,Silver,,"£1,772",,"£1,045","£1,198"
BN13UZB,2021-04-07,average,8,"34,686",0,full,Vauxhall,Astra,,,Black,,"£3,354",,"£2,440","£2,843"
HY10YGT,2021-04-07,good,11.1,"95,000",2,partial,Renault,Grand Scenic,,,Grey,,£887,,£641,"£1,057"
GF10UYV,2021-04-07,poor,10.8,"152,000",2,partial,Volkswagen,Golf,,,Red,,"£1,242",,£623,"£1,034"
MD65UPW,2021-04-07,good,5.2,"61,500",1,full,Volkswagen,Tiguan,,,Grey,,"£8,483",,"£8,407","£7,708"
KE08FDX,2021-04-07,good,12.7,"85,278",2,partial,Chevrolet,Aveo,,,Black,,£150,,£158,£305
NV06MGZ,2021-04-07,poor,14.9,"121,617",3,partial,BMW,5 Series,,,Silver,,£936,,£601,£822
BP11LHZ,2021-04-07,poor,9.8,"106,000",3,partial,Vauxhall,Astra,,,Black,,"£1,492",,£721,£940
SJ61YDP,2021-04-07,good,9.6,"75,500",3,partial,Vauxhall,Insignia,,,Grey,,"£1,940",,"£1,100","£1,621"
KS09TUW,2021-04-07,average,11.7,"84,000",4,partial,Mercedes-Benz,B Class,,,Silver,,"£1,823",,"£1,502","£1,527"
KN09PBF,2021-04-07,average,11.9,"49,194",3,full,Volkswagen,Golf,,,Silver,,"£3,424",,"£2,807","£2,796"
BJ09GVO,2021-04-07,excellent,11.9,"123,000",2,full,BMW,3 Series,,,Black,,"£2,149",,"£2,280","£2,138"
NG10CTZ,2021-04-07,good,10.7,"73,000",1,partial,Vauxhall,Corsa,,,White,,"£1,035",,£700,"£1,034"
DL10NUP,2021-04-07,good,10.8,"143,400",2,full,Vauxhall,Corsa,,,Silver,,£435,,£441,£564
CK15OVS,2021-04-07,good,5.9,"73,768",1,partial,Nissan,Juke,,,Black,,"£4,394",,"£4,085","£4,253"
YB08YJJ,2021-04-07,excellent,12.8,"25,000",1,none,Toyota,AYGO,,,Blue,,"£1,426",,"£1,420","£1,386"
SG14VEO,2021-04-07,good,7,"50,000",1,full,Volkswagen,Polo,,,Red,,"£3,022",,"£2,469","£3,313"
DG67MDY,2021-04-07,good,3.6,"16,666",0,full,Dacia,Sandero,,,Black,,"£4,157",,"£3,970","£3,995"
T121LAR,2021-04-07,excellent,6.5,"60,300",2,full,Audi,A3,,,White,,"£8,972",,"£9,580","£9,118"
YA08BJF,2021-04-07,poor,12.7,"90,000",3,none,Ford,Mondeo,,,Grey,,"£1,325",,£623,£893
FR02GER,2021-04-07,good,7.4,"54,000",1,partial,Volkswagen,Tiguan,,,Black,,"£7,953",,"£7,629","£7,379"
OY13VCW,2021-04-07,poor,8,"97,000",3,none,Mazda,Mazda2,,,White,,"£1,656",,"£1,005","£1,245"
DG58WJM,2021-04-07,average,12.3,"79,614",3,partial,Peugeot,207,,,Silver,,£554,,£300,£352
NJ06VEK,2021-04-07,average,15,"58,272",3,none,Hyundai,Matrix,,,Blue,,£690,,£324,£470
LL10TZE,2021-04-07,average,10.9,"86,000",1,none,Hyundai,ix35,,,Silver,,"£2,335",,"£2,051","£2,373"
NK63OWV,2021-04-07,poor,7.4,"71,000",1,none,Nissan,Leaf,,,White,,"£3,544",,"£2,927","£3,031"
OY60HSK,2021-04-07,good,10.5,"110,000",3,partial,Audi,A4 Avant,,,Silver,,"£3,576",,"£2,973","£3,149"
GK11RSO,2021-04-07,excellent,10.1,"61,845",1,none,Mercedes-Benz,C Class,,,Silver,,"£4,651",,"£5,000","£4,653"
LV13WJJ,2021-04-07,average,7.8,"75,000",1,partial,Audi,A3,,,Silver,,"£5,608",,"£5,098","£4,841"
SD15XTA,2021-04-07,good,6,"37,000",3,none,Renault,Twingo,,,Blue,,"£2,707",,"£2,409","£2,514"
RA07LVS,2021-04-07,good,13.8,"103,000",1,partial,Peugeot,207,,,Red,,£150,,£178,£282
LV10TYW,2021-04-07,average,11,"78,000",1,partial,Renault,Grand Scenic,,,Black,,"£1,564",,£902,"£1,245"
EA08VZL,2021-04-07,poor,12.8,"65,000",1,partial,Renault,Clio,,,Black,,£827,,£451,£399
DX08TOV,2021-04-07,good,13.1,"135,000",2,full,BMW,3 Series,,,White,,"£2,564",,"£1,906","£2,491"
DS11VHL,2021-04-07,good,9.9,"15,000",3,full,BMW,3 Series,,,White,,"£5,852",,"£4,058","£4,794"
LP02LPP,2021-04-07,good,6.8,"64,000",2,full,Abarth,500,,,Grey,,"£4,154",,"£4,134","£4,394"
WF11WUL,2021-04-07,average,9.9,"112,000",2,full,Land Rover,Discovery 4,,,Blue,,"£10,347",,"£9,798","£8,366"
GU60HWW,2021-04-07,good,10.6,"55,000",3,partial,Ford,Focus,,,Silver,,"£2,182",,"£1,368","£1,903"
ML12VPE,2021-04-07,good,8.9,"32,000",2,full,Ford,Focus,,,Black,,"£3,932",,"£3,467","£3,995"
KM08OYB,2021-04-07,average,13,"160,000",0,none,Mazda,Mazda2,,,Blue,,£150,,£283,£305
KN59YZA,2021-04-07,average,11.5,"134,000",2,full,Vauxhall,Astra,,,Silver,,£565,,£369,£446
VE65TEV,2021-04-07,average,5.2,"99,000",2,partial,Citroen,Grand C4 Picasso,,,Blue,,"£5,545",,"£5,071","£4,700"
LV17CVK,2021-04-07,good,4,"61,400",0,full,Land Rover,Range Rover Evoque,,,Grey,,"£13,554",,"£13,218","£13,066"
PE12ZGD,2021-04-07,poor,9,"102,234",2,full,Ford,Ka,,,Silver,,£983,,£548,£775
MD64SCV,2021-04-07,good,6.1,"110,000",0,partial,Peugeot,208,,,Black,,"£1,236",,£663,"£1,621"
LR62BZU,2021-04-07,good,8.6,"68,000",3,partial,Suzuki,Swift,,,White,,"£2,388",,"£1,811","£1,762"
WD10BTX,2021-04-07,average,10.7,"93,000",4,partial,Mazda,Mazda2,,,White,,"£1,203",,£705,"£1,057"
M500SSU,2021-04-07,good,14.5,"55,000",4,partial,Mazda,MX-5,,,Silver,,"£2,288",,"£1,518","£1,997"
KV59MBU,2021-04-07,average,11.5,"72,000",2,partial,Volkswagen,Passat,,,Black,,"£3,114",,"£2,573","£2,467"
L7LVO,2021-04-07,average,12.7,"82,000",2,full,Mazda,Mazda2,,,Black,,£598,,£474,£728
NL58OCW,2021-04-07,average,12.6,"105,856",3,partial,Vauxhall,Zafira,,,Silver,,£711,,£448,£611
FD56FZV,2021-04-07,good,14.2,"99,500",3,full,Hyundai,Tucson,,,Silver,,£887,,£427,£564
AJ16JZC,2021-04-07,average,4.8,"93,000",3,full,BMW,1 Series,,,Black,,"£6,202",,"£5,098","£5,687"
OY58VUS,2021-04-07,average,12.6,"137,000",3,partial,Honda,Civic,,,Red,,£596,,£462,£658
MA12KKZ,2021-04-07,good,7.4,"70,000",1,partial,BMW,1 Series,,,White,,"£5,727",,"£5,015","£5,781"
KW63TBO,2021-04-07,average,7.1,"59,500",1,partial,Ford,Fiesta,,,Black,,"£3,858",,"£3,058","£3,501"
TN07PZD,2021-04-07,poor,13.8,"89,000",1,partial,Volkswagen,Golf,,,Black,,"£3,822",,"£3,063","£2,420"
VO10NXZ,2021-04-07,good,11.1,"110,000",3,partial,Peugeot,3008,,,Silver,,"£1,278",,£914,"£1,292"
YE12GXX,2021-04-07,poor,8.9,"103,000",1,partial,BMW,1 Series,,,White,,"£4,236",,"£3,355","£3,337"
R23GPM,2021-04-07,good,11.8,"99,000",3,partial,Audi,Q5,,,Grey,,"£5,991",,"£6,305","£5,170"
GF61YLD,2021-04-07,excellent,9.4,"129,000",3,full,Land Rover,Range Rover Evoque,,,Grey,,"£8,569",,"£8,840","£7,191"
GL57VLB,2021-04-07,average,13.2,"55,000",0,full,Audi,A5,,,Blue,,"£5,355",,"£5,556","£4,606"
NA09EWL,2021-04-07,poor,12,"116,000",3,partial,Ford,Focus,,,Grey,,£629,,£375,£540
EA09DXF,2021-04-07,good,11.8,"135,000",2,partial,Ford,Mondeo,,,Blue,,£778,,£827,£940
KM10DVB,2021-04-07,poor,10.9,"70,000",2,partial,Peugeot,308,,,Grey,,"£1,441",,"£1,076","£1,034"
KM10BTE,2021-04-07,poor,11,"78,000",3,partial,SEAT,Ibiza,,,Black,,"£1,718",,"£1,129","£1,151"
RO63HJE,2021-04-07,good,7.4,"63,500",1,full,Audi,Q5,,,Black,,"£12,495",,"£12,382","£11,562"
MT10YLA,2021-04-07,good,10.7,"114,000",1,full,Nissan,Qashqai,,,Black,,"£2,092",,"£1,627","£2,021"
GK62OCO,2021-04-07,good,8.6,"72,500",2,partial,Peugeot,Partner Tepee,,,Silver,,"£2,687",,"£2,254","£2,984"
YT57HDE,2021-04-07,poor,13.6,"70,000",2,partial,Toyota,AYGO,,,Grey,,£755,,£566,£658
EY11KRJ,2021-04-07,excellent,10.1,"59,000",1,partial,Nissan,Qashqai,,,Black,,"£5,467",,"£6,000","£4,982"
VO63UEV,2021-04-07,good,7.5,"66,000",2,full,Peugeot,3008,,,Red,,"£2,720",,"£2,068","£2,397"
MM64PXO,2021-04-07,average,6.3,"22,000",0,none,Volkswagen,up!,,,Silver,,"£3,386",,"£2,972","£3,055"
BL14LYS,2021-04-07,good,6.8,"102,000",1,full,MINI,Hatch,,,Orange,,"£2,986",,"£2,568","£3,454"
MF08VBO,2021-04-07,average,13.1,"41,000",2,full,Citroen,C1,,,Black,,"£1,056",,£565,£846
VE61EDJ,2021-04-07,average,9.3,"87,000",3,partial,Hyundai,i10,,,Red,,£934,,£474,£775
RV10FZJ,2021-04-07,good,11.1,"140,137",2,partial,Volvo,V50,,,Black,,"£1,093",,£708,"£1,081"
LS62TYB,2021-04-07,good,8.5,"80,000",1,partial,Renault,Megane,,,White,,"£2,726",,"£1,645","£2,256"
PX63RNZ,2021-04-07,good,7.5,"52,000",2,full,Ford,Fiesta,,,Red,,"£5,804",,"£4,811","£5,170"
MV10XCW,2021-04-07,poor,11.1,"85,800",1,partial,Kia,Sportage,,,Silver,,"£1,289",,£632,£822
WF64XBZ,2021-04-07,average,6.4,"66,789",2,partial,Nissan,Juke,,,Grey,,"£4,472",,"£4,181","£4,253"
SF14MRK,2021-04-07,good,6.6,"57,836",2,partial,Ford,Fiesta,,,White,,"£3,129",,"£2,773","£3,337"
OU57YWR,2021-04-07,poor,13.6,"180,000",4,partial,Ford,S-Max,,,Blue,,£150,,£349,£399
X6JKT,2021-04-07,good,11,"130,000",2,full,BMW,5 Series,,,Grey,,"£3,907",,"£3,318","£3,290"
NJ59TXS,2021-04-07,poor,11.5,"90,250",3,partial,Renault,Clio,,,Red,,£485,,£354,£376
RO15PVT,2021-04-07,good,5.9,"12,000",0,none,SEAT,Mii,,,Yellow,,"£4,253",,"£3,880","£3,901"
YT09RXS,2021-04-07,poor,11.8,"45,000",1,full,Mercedes-Benz,A Class,,,Grey,,"£2,658",,"£1,871","£1,762"
YK15XTY,2021-04-07,good,6.1,"65,500",1,full,Nissan,Qashqai,,,Black,,"£6,455",,"£6,305","£6,063"
P2MYY,2021-04-07,good,7.9,"58,000",1,partial,Renault,Clio,,,Silver,,"£2,638",,"£2,523","£2,796"
AO09AKY,2021-04-08,average,12,"106,000",1,full,Volkswagen,Polo,,,Black,,£914,,£664,£916
HN11FLM,2021-04-08,average,9.6,"99,470",2,partial,Peugeot,207 SW,,,Black,,£673,,£465,£681
YT13WWN,2021-04-08,average,8,"54,000",1,none,BMW,3 Series,,,Black,,"£5,557",,"£4,754","£5,029"
LB59NSO,2021-04-08,poor,11.3,"90,500",2,full,Peugeot,308,,,Grey,,£429,,£286,£423
HG56VZS,2021-04-08,poor,14.3,"111,000",4,none,Nissan,Micra C+C,,,Black,,£150,,£122,£258
SP60YEL,2021-04-08,poor,10.5,"87,500",2,partial,Volkswagen,Golf,,,Red,,"£2,270",,"£1,448","£1,645"
DU56OKR,2021-04-08,good,14.6,"150,000",2,full,Vauxhall,Astra,,,Blue,,£150,,£113,£164
LD16HFA,2021-04-08,good,5,"23,000",1,full,Peugeot,108,,,Blue,,"£3,544",,"£3,013","£2,984"
YF12ZDV,2021-04-08,good,8.8,"66,000",2,full,BMW,1 Series,,,Silver,,"£5,359",,"£5,090","£4,794"
YB17BJZ,2021-04-08,good,3.9,"60,000",1,full,SEAT,Leon,,,Black,,"£6,032",,"£6,185","£5,969"
NJ64FRO,2021-04-08,good,6.6,"71,000",1,full,Citroen,DS4,,,Black,,"£3,544",,"£3,567","£3,337"
BT15LVZ,2021-04-08,good,5.8,"69,000",1,full,Vauxhall,Corsa,,,White,,"£3,248",,"£3,182","£3,407"
X23KLY,2021-04-08,average,11.6,"48,000",2,partial,Vauxhall,Corsa,,,Silver,,"£1,401",,£842,"£1,269"
BIG3290,2021-04-08,good,10.3,"16,789",4,partial,Audi,A3,,,Blue,,"£5,459",,"£3,622","£4,535"
MM14KUA,2021-04-08,poor,6.8,"75,000",1,none,Renault,Clio,,,Red,,"£3,231",,"£2,798","£2,420"
YR61GSO,2021-04-08,good,9.6,"80,000",0,partial,Vauxhall,Corsa,,,Red,,"£1,013",,£827,"£1,128"
KP12HAU,2021-04-08,good,9,"116,600",2,full,SEAT,Leon,,,White,,"£1,723",,"£1,691","£1,950"
YK11NBO,2021-04-08,poor,10.1,"66,000",1,none,Peugeot,107,,,Grey,,"£1,085",,£690,£822
YK10MSO,2021-04-08,average,11.1,"114,100",3,partial,BMW,1 Series,,,Blue,,"£1,941",,"£1,630","£1,715"
LL63HVN,2021-04-08,good,7.1,"38,500",1,full,Vauxhall,Zafira,,,Red,,"£3,638",,"£2,982","£3,454"
BV15EWB,2021-04-08,poor,6.1,"51,000",2,full,Vauxhall,Corsa,,,Blue,,"£3,200",,"£2,907","£2,373"
FE07WXU,2021-04-08,average,14.1,"74,045",2,partial,Vauxhall,Corsa,,,Silver,,£656,,£517,£611
YC57PAO,2021-04-08,average,13.4,"111,800",4,partial,Jaguar,X-Type,,,Silver,,"£1,104",,£485,£916
NJ63WWA,2021-04-08,good,7.2,"78,000",2,partial,Ford,Fiesta,,,Red,,"£3,491",,"£2,819","£3,125"
GF66WZE,2021-04-08,good,4.4,"117,324",2,none,Mercedes-Benz,C Class,,,Blue,,"£8,914",,"£8,536","£8,554"
GL62HFJ,2021-04-08,average,8.3,"185,680",1,full,Audi,A4,,,Black,,"£2,515",,"£1,891","£2,162"
LC57WWR,2021-04-08,poor,13.4,"85,192",4,none,Kia,Sedona,,,Black,,£991,,£396,£517
PK59LXE,2021-04-08,poor,11.5,"76,800",4,partial,Toyota,AYGO,,,Grey,,"£1,434",,£880,"£1,128"
DA56LKY,2021-04-08,poor,14.3,"127,000",3,partial,Jaguar,X-Type,,,Grey,,£361,,£388,£446
KB10JEB,2021-04-08,good,8.6,"48,400",3,full,Ford,Focus,,,White,,"£4,910",,"£4,179","£4,042"
